residuals,Habitat,Preference,Species,cond__,effect1__,effect2__,estimate__,se__,lower__,upper__
-1.0847130869991723,Agricultural,0.5277777777777778,NA,1,-1.0847130869991723,Agricultural,0.9945710582790763,0.007203500359135292,0.8896687021834065,0.9999424882414282
-1.0847130869991723,Natural,0.5277777777777778,NA,1,-1.0847130869991723,Natural,0.8790860348041842,0.11761372932503214,0.4147665048896395,0.990741050016458
-1.0847130869991723,Urban,0.5277777777777778,NA,1,-1.0847130869991723,Urban,0.042408456455442334,0.04714278884712093,0.0018694972334836713,0.3650534433405101
-1.0672375647164076,Agricultural,0.5277777777777778,NA,1,-1.0672375647164076,Agricultural,0.9942097402064987,0.007635869090831122,0.8881808386661488,0.9999344998199913
-1.0672375647164076,Natural,0.5277777777777778,NA,1,-1.0672375647164076,Natural,0.8766570582506183,0.1186734294456271,0.41622779379190217,0.9901450131872477
-1.0672375647164076,Urban,0.5277777777777778,NA,1,-1.0672375647164076,Urban,0.04372679990314766,0.04822000958048746,0.0020235853160799747,0.3649972414706966
-1.049762042433643,Agricultural,0.5277777777777778,NA,1,-1.049762042433643,Agricultural,0.9938376195648656,0.008082201290170477,0.885818733133441,0.9999254008565097
-1.049762042433643,Natural,0.5277777777777778,NA,1,-1.049762042433643,Natural,0.87403359331374475,0.11967579331407582,0.4211254317971858,0.9895104252470717
-1.049762042433643,Urban,0.5277777777777778,NA,1,-1.049762042433643,Urban,0.045185262200785475,0.049199418040514815,0.0021867484182635775,0.3635699158756689
-1.0322865201508782,Agricultural,0.5277777777777778,NA,1,-1.0322865201508782,Agricultural,0.9934212729749083,0.008583520205211128,0.8835480762810077,0.999915412388372
-1.0322865201508782,Natural,0.5277777777777778,NA,1,-1.0322865201508782,Natural,0.871178579322808,0.1205201493905186,0.4252326588325391,0.9888699839245736
-1.0322865201508782,Urban,0.5277777777777778,NA,1,-1.0322865201508782,Urban,0.046526895346332475,0.050120750893063434,0.0023652350460848003,0.3632353428177077
-1.0148109978681135,Agricultural,0.5277777777777778,NA,1,-1.0148109978681135,Agricultural,0.9929955270458748,0.009090534425845412,0.8817100348400552,0.9999043638338786
-1.0148109978681135,Natural,0.5277777777777778,NA,1,-1.0148109978681135,Natural,0.8683924890489996,0.12147803634281558,0.42904465368437983,0.9882139792274841
-1.0148109978681135,Urban,0.5277777777777778,NA,1,-1.0148109978681135,Urban,0.04796973119445701,0.05110813373394851,0.002546861638588055,0.3628414896335805
-0.9973354755853487,Agricultural,0.5277777777777778,NA,1,-0.9973354755853487,Agricultural,0.9925307427352827,0.009601057835704732,0.8790196977542668,0.9998923480360861
-0.9973354755853487,Natural,0.5277777777777778,NA,1,-0.9973354755853487,Natural,0.8658542987015448,0.122116128253029,0.4322160246974917,0.9873689984834206
-0.9973354755853487,Urban,0.5277777777777778,NA,1,-0.9973354755853487,Urban,0.049502259811852536,0.05220335413988015,0.0027574573911971585,0.3605799557311102
-0.979859953302584,Agricultural,0.5277777777777778,NA,1,-0.979859953302584,Agricultural,0.9920490348197837,0.010140723779425175,0.8762767511857746,0.9998785795700027
-0.979859953302584,Natural,0.5277777777777778,NA,1,-0.979859953302584,Natural,0.8633787787229099,0.12282549220180738,0.43441727218766957,0.9865029107708285
-0.979859953302584,Urban,0.5277777777777778,NA,1,-0.979859953302584,Urban,0.05099707006326548,0.053160532151059633,0.0029859954365012127,0.35729426835837774
-0.9623844310198193,Agricultural,0.5277777777777778,NA,1,-0.9623844310198193,Agricultural,0.9915102370000246,0.01074794108848266,0.873669528157036,0.9998619517660444
