IT,Habitat,Preference,Species,cond__,effect1__,effect2__,estimate__,se__,lower__,upper__
0.889,Agricultural,0.48138194444444443,NA,1,0.889,Agricultural,0.589320334924809,0.058170814538366714,0.4662267551103262,0.6896811758379667
0.889,Natural,0.48138194444444443,NA,1,0.889,Natural,0.6449092697383316,0.054398634733125145,0.5189059960103272,0.7364535236896148
0.889,Urban,0.48138194444444443,NA,1,0.889,Urban,0.37117408392481926,0.05949729084380185,0.2760877598934111,0.5156927048899929
0.9592987012987013,Agricultural,0.48138194444444443,NA,1,0.9592987012987013,Agricultural,0.5854961717009238,0.05780110101891926,0.46467218721723724,0.6856089685622685
0.9592987012987013,Natural,0.48138194444444443,NA,1,0.9592987012987013,Natural,0.6423524076261238,0.054283852370185605,0.5176378943213242,0.7344413735655447
0.9592987012987013,Urban,0.48138194444444443,NA,1,0.9592987012987013,Urban,0.3726976432013775,0.058867358955827384,0.27878443472972725,0.5139987924083409
1.0295974025974026,Agricultural,0.48138194444444443,NA,1,1.0295974025974026,Agricultural,0.5817213574777542,0.05727310154551392,0.46406586129896815,0.6817647146144135
1.0295974025974026,Natural,0.48138194444444443,NA,1,1.0295974025974026,Natural,0.6398493086063888,0.05448315259757076,0.5166143316590867,0.7320267824626677
1.0295974025974026,Urban,0.48138194444444443,NA,1,1.0295974025974026,Urban,0.3741878787899674,0.058186608011464365,0.28083409404414056,0.5122307003498411
1.099896103896104,Agricultural,0.48138194444444443,NA,1,1.099896103896104,Agricultural,0.5778634696176154,0.0563092611674927,0.46269478798104635,0.6779033104090796
1.099896103896104,Natural,0.48138194444444443,NA,1,1.099896103896104,Natural,0.6369950844283637,0.05426725802151213,0.5165186077678188,0.7290426129919669
1.099896103896104,Urban,0.48138194444444443,NA,1,1.099896103896104,Urban,0.37560798926636046,0.057673211387990135,0.28287149189708205,0.5100342253340269
1.1701948051948052,Agricultural,0.48138194444444443,NA,1,1.1701948051948052,Agricultural,0.5738038163190211,0.055839567860657344,0.460310065867586,0.6736714556392621
1.1701948051948052,Natural,0.48138194444444443,NA,1,1.1701948051948052,Natural,0.6344470381645808,0.05394067819637618,0.5162500788664299,0.7267811692662896
1.1701948051948052,Urban,0.48138194444444443,NA,1,1.1701948051948052,Urban,0.3772855486478991,0.05655372643175117,0.2851417873629694,0.5081103922201863
1.2404935064935065,Agricultural,0.48138194444444443,NA,1,1.2404935064935065,Agricultural,0.5699124238468573,0.05528965768761277,0.4579242631489353,0.6690342370270818
1.2404935064935065,Natural,0.48138194444444443,NA,1,1.2404935064935065,Natural,0.6314005582802843,0.0538558437245682,0.5153630602927683,0.7233069978014972
1.2404935064935065,Urban,0.48138194444444443,NA,1,1.2404935064935065,Urban,0.37894022569433405,0.05611033301896071,0.28718999254835575,0.5050570199391372
1.3107922077922078,Agricultural,0.48138194444444443,NA,1,1.3107922077922078,Agricultural,0.5659785373411537,0.05483941030716414,0.4564156159977497,0.6640976927301264
1.3107922077922078,Natural,0.48138194444444443,NA,1,1.3107922077922078,Natural,0.6283922683820252,0.0535943634433869,0.5139682515392652,0.7206420617630217
1.3107922077922078,Urban,0.48138194444444443,NA,1,1.3107922077922078,Urban,0.3807295394225242,0.05528424496327123,0.2893722310042106,0.5040339556921405
1.3810909090909091,Agricultural,0.48138194444444443,NA,1,1.3810909090909091,Agricultural,0.5619608265474456,0.05436449732566248,0.45332668614741367,0.6596068292617859
1.3810909090909091,Natural,0.48138194444444443,NA,1,1.3810909090909091,Natural,0.6249906580589913,0.053593596143031476,0.5125069380347648,0.7177059430715683
1.3810909090909091,Urban,0.48138194444444443,NA,1,1.3810909090909091,Urban,0.3823230103075485,0.05468588315601033,0.2918138589025476,0.5023244392464808
1.4513896103896105,Agricultural,0.48138194444444443,NA,1,1.4513896103896105,Agricultural,0.5576657336658469,0.053642839490992134,0.45127946734859115,0.654586257786148
1.4513896103896105,Natural,0.48138194444444443,NA,1,1.4513896103896105,Natural,0.6221634028002399,0.053105379348936825,0.5111081358122076,0.7155867667724503
1.4513896103896105,Urban,0.48138194444444443,NA,1,1.4513896103896105,Urban,0.38378285875588564,0.05402161288791541,0.29413867045009456,0.5011005706555971
1.5216883116883118,Agricultural,0.48138194444444443,NA,1,1.5216883116883118,Agricultural,0.5536363374963225,0.05258313370773758,0.4501449345844394,0.6499994237953866
1.5216883116883118,Natural,0.48138194444444443,NA,1,1.5216883116883118,Natural,0.6190841682079997,0.05265322864309943,0.5096835524464849,0.711894253133153
