residuals,Habitat,Preference,Species,cond__,effect1__,effect2__,estimate__,se__,lower__,upper__
-0.691637352062411,Agricultural,0.46258503401360546,NA,1,-0.691637352062411,Agricultural,0.6236035792271963,0.23820197416704952,0.1729707573258895,0.928507153172598
-0.691637352062411,Natural,0.46258503401360546,NA,1,-0.691637352062411,Natural,0.5059422985242222,0.20778560590347023,0.16885344918803008,0.8500669226238998
-0.691637352062411,Seminatural,0.46258503401360546,NA,1,-0.691637352062411,Seminatural,0.41090049134821177,0.2441333678762248,0.08249061161049775,0.8266642454843197
-0.691637352062411,Urban,0.46258503401360546,NA,1,-0.691637352062411,Urban,0.30752093797898417,0.21472553026165633,0.04402345169757689,0.7861982341666377
-0.6751281325305118,Agricultural,0.46258503401360546,NA,1,-0.6751281325305118,Agricultural,0.6258387259690419,0.23387233297919605,0.18091120435163982,0.926658782930991
-0.6751281325305118,Natural,0.46258503401360546,NA,1,-0.6751281325305118,Natural,0.5099763624169862,0.20290779854849125,0.17573418025541543,0.8484410273148008
-0.6751281325305118,Seminatural,0.46258503401360546,NA,1,-0.6751281325305118,Seminatural,0.4083144780222718,0.23732467475490865,0.0849959878497815,0.8190603046771154
-0.6751281325305118,Urban,0.46258503401360546,NA,1,-0.6751281325305118,Urban,0.3042357210314216,0.2090231041531595,0.04503821336786875,0.7744412264249503
-0.6586189129986127,Agricultural,0.46258503401360546,NA,1,-0.6586189129986127,Agricultural,0.6281908589683913,0.22860221322444105,0.18943999621234625,0.9245508249777671
-0.6586189129986127,Natural,0.46258503401360546,NA,1,-0.6586189129986127,Natural,0.5142719067402095,0.19814652394341517,0.1835236690080064,0.8460856754912404
-0.6586189129986127,Seminatural,0.46258503401360546,NA,1,-0.6586189129986127,Seminatural,0.40529845279509874,0.23206408024559952,0.08787965733333246,0.8115623499400619
-0.6586189129986127,Urban,0.46258503401360546,NA,1,-0.6586189129986127,Urban,0.3001697452233064,0.2029119336472038,0.04589711542959179,0.7640779210183387
-0.6421096934667136,Agricultural,0.46258503401360546,NA,1,-0.6421096934667136,Agricultural,0.6292095956316891,0.22498687469715595,0.1968254440369533,0.9222115497903388
-0.6421096934667136,Natural,0.46258503401360546,NA,1,-0.6421096934667136,Natural,0.5177311154568315,0.19420372676463607,0.19064492220682666,0.8435193871040318
-0.6421096934667136,Seminatural,0.46258503401360546,NA,1,-0.6421096934667136,Seminatural,0.4028448461052936,0.22574860741250086,0.0908754944732333,0.8048690930198253
-0.6421096934667136,Urban,0.46258503401360546,NA,1,-0.6421096934667136,Urban,0.29592921097070524,0.1970790703270145,0.04731632409433089,0.7520930623567498
-0.6256004739348145,Agricultural,0.46258503401360546,NA,1,-0.6256004739348145,Agricultural,0.6304987123697132,0.2195043278030351,0.20367339330607195,0.9204646356981907
-0.6256004739348145,Natural,0.46258503401360546,NA,1,-0.6256004739348145,Natural,0.521057256807675,0.19078946036460712,0.19777301265040245,0.8396392073038637
-0.6256004739348145,Seminatural,0.46258503401360546,NA,1,-0.6256004739348145,Seminatural,0.40194672244282115,0.22031685193462736,0.09402313222504975,0.7961173827895678
-0.6256004739348145,Urban,0.46258503401360546,NA,1,-0.6256004739348145,Urban,0.29179987672182284,0.19219257857194053,0.04897291259214535,0.7380419340270331
