IT,Habitat,Preference,Species,cond__,effect1__,effect2__,estimate__,se__,lower__,upper__
0.889,Agricultural,0.4909090909090909,NA,1,0.889,Agricultural,0.9598215500227532,0.03881531690550742,0.7818593349408812,0.9971028706707958
0.889,Natural,0.4909090909090909,NA,1,0.889,Natural,0.993694663028357,0.0078712907735279,0.9258806245376757,0.9998586933310797
0.889,Urban,0.4909090909090909,NA,1,0.889,Urban,0.0013250028317900032,0.0018516142332407103,5.947529328725285e-6,0.03701358453012002
0.9592987012987013,Agricultural,0.4909090909090909,NA,1,0.9592987012987013,Agricultural,0.9544473519566238,0.042537150975057426,0.7718447730598489,0.9963464081174985
0.9592987012987013,Natural,0.4909090909090909,NA,1,0.9592987012987013,Natural,0.9927811203977435,0.008866729526675974,0.920855652694449,0.9998186540297155
0.9592987012987013,Urban,0.4909090909090909,NA,1,0.9592987012987013,Urban,0.0015908283855134435,0.002201566748579206,8.310497206537796e-6,0.03957806734847173
1.0295974025974026,Agricultural,0.4909090909090909,NA,1,1.0295974025974026,Agricultural,0.9483147121640473,0.04635274068711776,0.7585915772008197,0.9954250392782606
1.0295974025974026,Natural,0.4909090909090909,NA,1,1.0295974025974026,Natural,0.9917708164083483,0.009943179830141919,0.9159756389182256,0.9997680432859568
1.0295974025974026,Urban,0.4909090909090909,NA,1,1.0295974025974026,Urban,0.0018998977256197331,0.0026053507766185496,1.1744182307709957e-5,0.0430280268495474
1.099896103896104,Agricultural,0.4909090909090909,NA,1,1.099896103896104,Agricultural,0.9414861264527636,0.05061389219695061,0.744553187129981,0.9943007273378522
1.099896103896104,Natural,0.4909090909090909,NA,1,1.099896103896104,Natural,0.9905211854959098,0.011258293688210725,0.9108678588657221,0.9997028913959166
1.099896103896104,Urban,0.4909090909090909,NA,1,1.099896103896104,Urban,0.0022704722117185263,0.0030805318406144297,1.668138088437128e-5,0.047091652189912236
1.1701948051948052,Agricultural,0.4909090909090909,NA,1,1.1701948051948052,Agricultural,0.9340901875384052,0.05466948281410375,0.7314253433701875,0.9928227040309906
1.1701948051948052,Natural,0.4909090909090909,NA,1,1.1701948051948052,Natural,0.9890840226659385,0.012751896406337788,0.9051837354403773,0.99961908125711
1.1701948051948052,Urban,0.4909090909090909,NA,1,1.1701948051948052,Urban,0.0027369568648159676,0.0036750522348553633,2.354904879001132e-5,0.051182381164376026
1.2404935064935065,Agricultural,0.4909090909090909,NA,1,1.2404935064935065,Agricultural,0.9256477457856378,0.059165097914663525,0.7190125081290909,0.9909935688279518
1.2404935064935065,Natural,0.4909090909090909,NA,1,1.2404935064935065,Natural,0.9875074334075695,0.014322855520725855,0.8987453950493206,0.9995186357342603
1.2404935064935065,Urban,0.4909090909090909,NA,1,1.2404935064935065,Urban,0.0032918914445607397,0.004349018354669254,3.334210876073829e-5,0.055580720046351326
1.3107922077922078,Agricultural,0.4909090909090909,NA,1,1.3107922077922078,Agricultural,0.916369977461218,0.06350614582060851,0.7054243711075707,0.9888816116657791
