IT,Habitat,Preference,Species,cond__,effect1__,effect2__,estimate__,se__,lower__,upper__
0.889,Agricultural,0.4810923611111111,NA,1,0.889,Agricultural,0.5865326654473677,0.059301866102934434,0.46419506309456693,0.6907032787941665
0.889,Natural,0.4810923611111111,NA,1,0.889,Natural,0.6175469525003002,0.06265536153029774,0.46388693820968574,0.7182012444747186
0.889,Urban,0.4810923611111111,NA,1,0.889,Urban,0.3620712779387236,0.05737876650520842,0.2623154065728215,0.49466792673782733
0.9592987012987013,Agricultural,0.4810923611111111,NA,1,0.9592987012987013,Agricultural,0.5826249795025855,0.05880614290240504,0.46273024089345655,0.6866445754285386
0.9592987012987013,Natural,0.4810923611111111,NA,1,0.9592987012987013,Natural,0.61603709521948,0.06201737615528037,0.46590055227441934,0.7168520863204496
0.9592987012987013,Urban,0.4810923611111111,NA,1,0.9592987012987013,Urban,0.3645301472650041,0.05668114206595023,0.26491188652474845,0.4946893589044611
1.0295974025974026,Agricultural,0.4810923611111111,NA,1,1.0295974025974026,Agricultural,0.5786534725225295,0.058208557514407025,0.46169733473610686,0.6818393664449156
1.0295974025974026,Natural,0.4810923611111111,NA,1,1.0295974025974026,Natural,0.614284377090862,0.06116619955462914,0.4688861325653724,0.7148542110614722
1.0295974025974026,Urban,0.4810923611111111,NA,1,1.0295974025974026,Urban,0.366927027635766,0.056873497737300965,0.2676075909292149,0.4952177407045927
1.099896103896104,Agricultural,0.4810923611111111,NA,1,1.099896103896104,Agricultural,0.5748727597490568,0.057577185903259095,0.459324055053724,0.6772338210747508
1.099896103896104,Natural,0.4810923611111111,NA,1,1.099896103896104,Natural,0.6124120435781164,0.0604104806577179,0.47095461270195255,0.7123362427527427
1.099896103896104,Urban,0.4810923611111111,NA,1,1.099896103896104,Urban,0.36936206590083853,0.05629228909584819,0.27068096719003254,0.4940402652959299
1.1701948051948052,Agricultural,0.4810923611111111,NA,1,1.1701948051948052,Agricultural,0.5712861281419068,0.057135677617144755,0.4577187411175539,0.6725045989966069
1.1701948051948052,Natural,0.4810923611111111,NA,1,1.1701948051948052,Natural,0.610797249022913,0.059563502106250756,0.47254356148280013,0.7103439657472895
1.1701948051948052,Urban,0.4810923611111111,NA,1,1.1701948051948052,Urban,0.37189634191276816,0.05612485365886016,0.27298784733323345,0.49533517079744754
1.2404935064935065,Agricultural,0.4810923611111111,NA,1,1.2404935064935065,Agricultural,0.5672674803021942,0.05637585916250501,0.45558983952949,0.6684289095379292
1.2404935064935065,Natural,0.4810923611111111,NA,1,1.2404935064935065,Natural,0.6093358668541056,0.058658804996242715,0.47388120458338023,0.7078167384213062
1.2404935064935065,Urban,0.4810923611111111,NA,1,1.2404935064935065,Urban,0.3747616596192634,0.05548447550505108,0.276458477364152,0.49485521590685955
1.3107922077922078,Agricultural,0.4810923611111111,NA,1,1.3107922077922078,Agricultural,0.5627642822493075,0.05537895487422817,0.45377689998258985,0.6625863698427722
1.3107922077922078,Natural,0.4810923611111111,NA,1,1.3107922077922078,Natural,0.6075646302123809,0.05802088654698824,0.47641912875330966,0.7051953543120802
